,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
189,190,claim,4551827249,49,a friend told me someone discovered that koalas sleep up to 22 hours per day,not verified,banned,226281.0,97360.0,28001.0,110.0,72.0
190,191,claim,7514931640,29,a friend told me someone discovered that footprints left on the moon won’t disappear as there is no wind,not verified,active,330402.0,171557.0,45382.5,1871.0,355.0
191,192,claim,8706266170,17,a friend told me someone discovered that neptune radiates more heat than it gets from the sun,not verified,banned,704208.0,133661.0,17715.0,368.0,51.0
192,193,claim,4219776341,24,a friend told me someone discovered that neptune’s winds are the fastest in the solar system,not verified,active,519070.0,158598.0,45382.5,665.0,188.0
193,194,claim,8594722433,50,a friend told me someone discovered that there are currently 6 spacecrafts on mars,not verified,banned,499826.0,309975.0,17914.0,2880.125,728.5
194,195,claim,2139725155,50,a friend told me someone discovered that mars has running water,not verified,active,167944.0,87441.0,6040.0,353.0,137.0
195,196,claim,6933800311,60,a friend told me someone discovered that the bent joint in the legs of the flamingo is its ankles,not verified,active,511854.0,311333.875,39685.0,376.0,133.0
196,197,claim,8984696114,60,a friend told me someone discovered that canned pumpkins do not contain actual pumpkins,not verified,banned,684341.0,127101.0,7517.0,1741.0,728.5
197,198,claim,3067704895,22,a friend told me someone discovered that dogs can understand up to 250 hand gestures and words,not verified,under review,825852.0,311333.875,3712.0,2880.125,728.5
198,199,claim,4488897516,52,a friend told me someone discovered that captive ravens can speak better than parrots,not verified,under review,683434.0,94655.0,37748.0,309.0,87.0
199,200,claim,8870414389,41,a friend told me someone discovered that the scottish were the first people to fry chicken,verified,under review,231712.0,12348.0,771.0,79.0,36.0
200,201,claim,2095021181,50,a friend told me someone discovered that baked beans are not actually baked,not verified,active,597742.0,178975.0,44473.0,1885.0,314.0
201,202,claim,4305540024,36,a friend told me someone discovered that the brain is the fattiest organ in the body,not verified,under review,273182.0,81099.0,21955.0,1075.0,611.0
202,203,claim,3532933441,46,a friend told me someone discovered that no two tongue prints are alike,not verified,under review,482106.0,228292.0,45382.5,1252.0,465.0
203,204,claim,5846298972,52,a friend told me someone discovered that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,93598.0,52844.0,86.0,175.0,9.0
204,205,claim,5264861021,39,a friend told me someone discovered that people don’t sneeze in their sleep,not verified,active,870656.0,137823.0,45382.5,2880.125,728.5
205,206,claim,7431921988,5,a friend told me someone discovered that australia has a bright pink lake,not verified,active,441748.0,122633.0,13387.0,556.0,130.0
206,207,claim,9810190926,40,a friend told me someone discovered that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,33738.0,614.0,3.0,6.0,3.0
207,208,claim,2892129815,42,"a friend told me someone discovered that at birth, baby pandas are smaller than mice",not verified,active,934185.0,22021.0,8068.0,538.0,134.0
208,209,claim,7530589499,25,a friend told me someone discovered that penguins can jump as high as 9 feet in the air,not verified,active,422912.0,248328.0,45382.5,2880.125,19.0
209,210,claim,9379001882,21,a friend told me someone discovered that the microwave oven was an accidental invention,not verified,banned,515255.0,7604.0,2738.0,22.0,10.0
210,211,claim,4451936493,17,a friend told me someone discovered that the longest location name on the planet earth is 85 letters in english.,not verified,active,749576.0,311333.875,45382.5,2880.125,728.5
211,212,claim,7808317786,54,a friend told me someone discovered that only one-fourth of the sahara desert is sandy,not verified,active,169966.0,87626.0,31020.0,536.0,58.0
212,213,claim,9991058069,58,a friend told me someone discovered that there are billions of eggs produced commercially each year,not verified,active,629607.0,221678.0,18098.0,1467.0,389.0
213,214,claim,4836248944,23,a friend told me someone discovered that pineapples are named after pinecones,not verified,banned,49714.0,19166.0,2673.0,341.0,7.0
214,215,claim,7103907292,42,a friend told me someone discovered that leeches were historically used to predict the weather,not verified,under review,807048.0,185813.0,45382.5,2880.125,728.5
215,216,claim,9113665173,40,a friend told me someone discovered that melting glaciers make fizzy noises,not verified,active,961772.0,311333.875,45382.5,2880.125,728.5
216,217,claim,8738219904,43,a friend told me someone discovered that the most successful predator is a wild dog,not verified,under review,148883.0,85580.0,34011.0,131.0,29.0
217,218,claim,5939958492,12,a friend told me someone discovered that the world’s largest pyramid cannot be found in egypt,not verified,active,631388.0,311333.875,45382.5,2704.0,728.5
218,219,claim,3532054883,48,a friend told me someone discovered that triskaidekaphobia is the fear of the number 13,not verified,active,939426.0,311333.875,45382.5,281.0,95.0
219,220,claim,7025489308,37,a friend told me someone discovered that the largest living thing on earth is a tree,not verified,active,560115.0,259081.0,45382.5,2880.125,728.5
220,221,claim,7883860722,27,a friend told me someone discovered that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,under review,100810.0,46464.0,5054.0,326.0,47.0
221,222,claim,3021635631,49,a friend told me someone discovered that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,859572.0,128379.0,2142.0,2633.0,728.5
222,223,claim,3161322846,6,a friend told me someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,86449.0,20873.0,2412.0,395.0,154.0
223,224,claim,2518698336,19,a friend claimed someone discovered that it snows in the sahara desert,not verified,active,22675.0,15038.0,4688.0,212.0,0.0
224,225,claim,2126104163,8,a friend claimed someone discovered that it would take less than a month to get to the moon by car at 60mph,not verified,active,30448.0,988.0,206.0,25.0,16.0
225,226,claim,4418650441,23,a friend claimed someone discovered that the first electric vehicle was created in 1832,not verified,banned,569559.0,184470.0,14061.0,1468.0,173.0
226,227,claim,6454272818,47,a friend claimed someone discovered that the car radio was first introduced in 1922,not verified,banned,813598.0,48172.0,948.0,942.0,401.0
227,228,claim,5140520149,6,a friend claimed someone discovered that the automotive industry employs about 9.9 million americans,not verified,active,506876.0,212303.0,15689.0,1428.0,728.5
228,229,claim,6466205346,46,a friend claimed someone discovered that violins are constructed from 70 individual wooden pieces,not verified,active,682406.0,108826.0,1338.0,2661.0,728.5
229,230,claim,9201613150,27,a friend claimed someone discovered that the musical artist prince played 27 different instruments on his debut album,not verified,banned,878248.0,311333.875,45382.5,2880.125,361.0
230,231,claim,1397273081,45,"a friend claimed someone discovered that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,under review,909325.0,311333.875,45382.5,2880.125,728.5
231,232,claim,3336652561,18,"a friend claimed someone discovered that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,881753.0,295676.0,7539.0,1611.0,417.0
232,233,claim,8370716280,53,a friend claimed someone discovered that kite flying is a professional sport in thailand.,not verified,banned,179828.0,100089.0,9428.0,1529.0,518.0
233,234,claim,3245423844,5,a friend claimed someone discovered that the longest commercial flight in history took around 30 hours,not verified,active,414954.0,43839.0,2052.0,753.0,32.0
234,235,claim,6438126463,42,a friend claimed someone discovered that the busiest airport in the world is in the united states,not verified,under review,380857.0,160730.0,35354.0,1844.0,457.0
235,236,claim,3795737742,23,a friend claimed someone discovered that dolphins are mammals,not verified,active,661093.0,180093.0,32820.0,2880.125,728.5
236,237,claim,7592496774,20,a friend claimed someone discovered that some ants can lift up to 20 times their own body weight,not verified,active,612645.0,311333.875,6082.0,2880.125,728.5
237,238,claim,2414295768,31,a friend claimed someone discovered that the hummingbird is the only bird that can fly backwards,not verified,active,38266.0,7567.0,3012.0,136.0,14.0
238,239,claim,2158621735,10,a friend claimed someone discovered that sound actually travels in space,not verified,active,392496.0,251922.0,30959.0,2880.125,299.0
239,240,claim,5038558037,8,a friend claimed someone discovered that neptune’s winds are the fastest in the solar system,not verified,active,175290.0,86677.0,1785.0,1819.0,391.0
240,241,claim,4102631472,38,a friend claimed someone discovered that pluto could theoretically sustain life,not verified,active,430258.0,20195.0,3453.0,349.0,146.0
241,242,claim,7115588605,14,a friend claimed someone discovered that mars has running water,verified,active,474105.0,311333.875,45382.5,2880.125,553.0
242,243,claim,3175914995,53,a friend claimed someone discovered that there is a world championship for throwing mobile phones,not verified,active,337386.0,55788.0,4060.0,1305.0,120.0
243,244,claim,1709426027,6,a friend claimed someone discovered that take out restaurants have been found in the remains of pompeii,not verified,active,448341.0,280452.0,45382.5,1746.0,105.0
244,245,claim,8354003399,31,a friend claimed someone discovered that chihuahuas have the largest brain among dogs,not verified,under review,236413.0,78298.0,17635.0,621.0,389.0
